Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Smit,Alec,NOL ,RW,22,20,20,20,0,0.5,3.0,5,5,0,4,4,0,0,17/18,B
Neloski,Marko,COB,,12, 20 ,27,20,0,0.4255,5.0,12,1,4,4,1,0,0,17/18,B
Schmitt,Stefan,WÖW,LB,38,19,17,18,1,0.5278,27.0,13,13,21,24,23,2,0,17/18,B
Hagelin,Markus,COB,P,36,19,10,19,0,0.6552,12.0,10,3,18,22,22,1,0,17/18,B
Linhart,Petr,COB,RW,13,19,24,19,0,0.4418999999999999,6.0,13,1,1,1,2,0,0,17/18,B
Dolezel,Radek,HIL,RB,15,19.0,19,19,0,0.5,2.0,12,0,3,3,9,1,0,17/18,B
Richardt,Jonas,EIS,RB,20,18,17,18,0,0.5143,6.0,999,0,2,8,3,0,0,17/18,B
Voss-Fels,Kim,ASV,RB,17, 18 ,21,18,0,1.57,2.0,6,1,1,2,1,0,0,17/18,B
Paetow,Tom,HGS,LB,12,17,9,17,0,0.6537999999999999,1.0,4,1,0,0,1,0,0,17/18,B
Gaubatz,Jan-Lars,HAG,RB,4,16,14,16,0,0.5333,1.0,4,2,0,2,0,0,0,17/18,B
Leist,Philipp,HGS ,RW,21,16,12,16,0,0.5714,2.0,999,2,0,3,1,0,0,17/18,B
Wendel,Samuel,KON,LW,12,16,10,16,0,0.6154,1.0,2,1,0,1,1,0,0,17/18,B
Andrejew,Daniel,WHV,P,21,16,5,16,0,0.7619,0.0,8,0,6,6,9,0,0,17/18,B
Szucs,Csaba,BHC,CB,27,15,16,15,0,0.4839,28.0,9,6,21,20,26,2,0,17/18,B
Naumann,Sebastian,AUE,RW,9,15,9,15,0,0.625,1.0,0,1,0,0,2,0,0,17/18,B
Gassler,Felix,KON,LB,25,15,25,15,0,0.375,3.0,7,2,1,3,6,0,0,2017-2018,B
Artmann,Nils,VIK,RW,18,14,12,14,0,0.5385,1.0,5,4,0,1,2,0,0,17/18,B
Urban,Tomas,EIS,RW_,5,14,7,7,7,0.6667000000000001,2.0,2,0,0,0,0,0,0,17/18,B
Sabljic,Stanko,ASV,P,16,13,4,13,0,0.7646999999999999,5.0,4,5,1,4,6,0,0,17/18,B
Waschul,Martin,VFL,CB,29,12,11,12,0,0.5217,15.0,5,6,24,20,28,1,0,17/18,B
Bosing,Sebastian,KON,P,13,12,9,12,0,0.5714,2.0,8,0,0,3,7,0,0,2017-2018,B
Gorpishin,Sergej,WÖW,P,11, 12 ,4,12,0,0.75,0.0,6,1,4,7,3,0,0,17/18,B
Wiencek,David,ASV,CB,4,11,5,11,0,0.6875,2.0,0,0,0,0,0,0,0,2017-2018,B
Weit,Dennis,HIL,CB,18,11.0,22,11,0,0.3333,1.0,4,0,0,1,3,0,0,17/18,B
Schmidt,Daniel,DES ,P,26,11,4,11,0,0.7333,1.0,1,1,8,6,13,0,0,2017-2018,B
Paraschiv,Sebastian,AUE,CB,9,11,4,11,0,0.7333,3.0,999,1,0,1,0,0,0,17/18,B
Seidel,Malte,TUE,LB,24,11,13,11,0,0.4583,14.0,7,2,6,4,11,0,0,17/18,B
Hubner,Jan,TVE,CB,17,11,11,6,5,0.5,6.0,7,0,0,0,0,0,0,17/18,B
Hansen,Nicolai,EIS,P,13,10,7,10,0,0.5882000000000001,6.0,2,0,5,6,8,0,0,17/18,B
Schweda,Benjamin,KON,CB,11,10,10,10,0,0.5,3.0,4,2,0,4,2,0,0,17/18,B
Schlichting,Christoph,VFL ,P,22,8,6,8,0,0.5714,3.0,11,0,4,11,6,0,0,17/18,B
Lindner,Tim,HAG,LW,15,8,8,8,0,0.5,,2,0,0,0,0,0,0,17/18,B
Hartz,Maximilian,HGS,CB,4,8,3,4,4,0.7273000000000001,2.0,2,1,1,0,0,0,0,17/18,B
Meyer,Philipp,WÖW ,P,8,6,4,6,0,0.6,3.0,3,2,3,3,4,0,0,17/18,B
Rudeck,Christopher,BHC ,GK,37,5,1,5,0,0.8332999999999999,13.0,2,1,0,0,0,0,0,17/18,B
Schafer,Marcel,AUE,CB,14,5,13,5,0,0.2778,,999,1,0,0,0,0,0,17/18,B
Lehmann,Fabrice,WHV,RW,15,5,7,5,0,0.4167,1.0,2,0,1,1,3,0,0,17/18,B
Iffert,Hannes,EIS,P,15,5,1,5,0,0.8332999999999999,1.0,5,1,1,2,6,0,0,17/18,B
Streckhardt,Noah,EIS,LW,12,5.0,3,4,1,0.625,0.0,2,1,0,0,0,0,0,17/18,B
Fischer,Jonathan,SGB,P,-7,5,1,5,0,0.8332999999999999,0.0,999,0,0,0,0,0,0,17/18,B
Wiebe,Fynn,HIL,LB,24,5,3,5,0,0.625,3.0,3,1,24,9,20,1,0,17/18,B
Ehlers,Matteo,HIL,CB,8,5,4,5,0,0.5556,0.0,3,0,1,0,1,0,0,17/18,B
Klockmann,Dennis,VFL,GK,37,4,1,4,0,0.8,8.0,0,0,0,0,0,0,0,17/18,B
Sliwka,Radek,DES,RB,13,4.0,6,4,0,0.4,3.0,2,0,0,2,3,0,0,17/18,B
Buhrmester,Bjorn,NOL,GK,38,4,2,4,0,0.6667000000000001,14.0,1,0,0,0,0,0,0,2017-2018,B
Brustmann,Max,WÖW,GK,37,4.0,6,4,0,0.4,11.0,4,1,0,0,5,0,0,17/18,B
Ellwanger,Lukas,TUE,P,12, 4 ,3,4,0,0.5714,0.0,3,0,2,0,0,0,0,17/18,B
Kustner,Pascal,EIS,P,9,4,2,4,0,0.6667000000000001,0.0,3,0,0,0,2,0,0,17/18,B
Braun,Joschua,KON,RB,4,4,0,4,0,1.0,0.0,3,0,0,0,0,0,0,17/18,B
Brucker,Jost,HIL,LW,15,4,13,4,0,0.2353,2.0,3,2,0,1,1,0,0,17/18,B
Mrkva,Tomas,HBW,GK,30,3,2,3,0,0.6,7.0,2,1,0,0,0,0,0,17/18,B
Schroder,Malte,TVE,RB,5,3,4,3,0,0.4286,2.0,1,1,0,0,0,0,0,17/18,B
Schulz,Patrick,HGS,GK,36,3,3,3,0,0.5,10.0,2,3,0,2,2,0,0,17/18,B
Bliss,Sebastian,TUE,GK,38,3,2,3,0,0.6,29.0,0,0,0,0,1,0,0,17/18,B
Hegemann,Michael,TUE,CB,20,3,0,3,0,1.0,1.0,1,0,6,5,15,0,0,17/18,B
Krechel,Oliver,COB ,GK,34,3.0,1,3,0,0.75,10.0,4,1,0,0,0,0,0,17/18,B
Konig,Jan,HAG,LW,11,3,4,3,0,0.4286,0.0,0,1,0,0,0,0,0,17/18,B
Pieles,Bela,HIL ,LW,2,3,2,3,0,0.6,0.0,0,0,0,0,0,0,0,17/18,B
Griessbach,Philipp,ELB,RW,2,3,0,3,0,1.0,0.0,0,0,0,0,0,0,0,17/18,B
Strosack,Moritz,HBW ,rw,4,3,1,3,0,0.75,1.0,0,0,0,0,0,0,0,17/18,B
Ingenpass,Niklas,TUE,P,5,3,1,3,0,0.75,0.0,0,0,0,0,0,0,0,17/18,B
Rutschmann,Bastian,BHC,GK,-29,2,0,2,0,1.0,8.0,2,0,0,0,0,0,0,17/18,B
Hertlein,Felix,ASV,GK,38,2,0,2,0,1.0,11.0,3,1,0,0,0,0,0,17/18,B
Oehler,Michael,KON,LB,17,2,3,2,0,0.4,2.0,6,1,6,12,15,0,0,17/18,B
Ebert,Pascal,AUE,LW,12,2,5,2,0,1.57,,999,1,1,0,2,0,0,17/18,B
Lefan,Jakub,HIL ,GK,-36,2,0,2,0,1.0,,2,0,0,0,0,0,0,17/18,B
Zobel,Rene,HBW ,RB,5,2,3,2,0,0.4,0.0,0,0,0,0,0,0,0,17/18,B
Kreis,Julian,HGS,P,8,2,0,2,0,1.0,1.0,0,0,0,0,0,0,0,17/18,B
Maggaiz,Marouen,HBW,GK,32,2,1,2,0,0.6667000000000001,3.0,2,0,0,0,0,0,0,17/18,B
Karle,Felix,WÖW,RW_,9,2,3,2,0,0.4,1.0,0,0,0,0,0,0,0,17/18,B
Loffler,Samuel,KON ,CB,7,2,0,2,0,1.0,,3,0,0,0,0,0,0,17/18,B
Wolterink,Jorn,WHV,LB,10,2,7,2,0,0.2221999999999999,1.0,4,0,1,0,0,0,0,17/18,B
Weischer,Tim,TVE,LW,1,2,1,0,2,0.6667000000000001,0.0,0,0,0,0,0,0,0,17/18,B
Bozic,Vladimir,VIK,GK,37,1,2,1,0,0.3333,3.0,999,0,0,0,1,0,0,17/18,B
Kozlina,Miladin,VIK,LB,22,1,6,1,0,0.1429,2.0,1,1,28,12,7,0,0,17/18,B
Minerva,Jan Steffen,EIS,GK,37,1,0,1,0,1.0,7.0,999,0,0,0,0,0,0,17/18,B
Ambrosius,Philip,DES,GK,38,1,0,1,0,1.0,14.0,4,0,0,0,0,0,0,17/18,B
Trautvetter,Benjamin,EIS,P,2,1,0,1,0,1.0,0.0,1,0,0,0,0,0,0,17/18,B
Wiederstein,Fabian,HBW,P,3,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,17/18,B
Mallwitz,Marino,VFL,GK,29,1,0,1,0,1.0,3.0,3,0,0,0,0,0,0,17/18,B
Mangold,Moritz,TUE,GK,25,1,0,1,0,1.0,7.0,1,0,0,0,0,0,0,17/18,B
Prokopec,Pavel,HAG,L_B,3,1,0,1,0,1.0,1.0,2,0,0,0,2,0,0,17/18,B
Wilmsen,Stephan,NOL,CB,3,1,1,1,0,0.5,1.0,999,3,0,0,2,0,0,17/18,B
Muller,Jurgen,SGB,GK,33,1,0,1,0,1.0,3.0,0,0,0,0,0,0,0,17/18,B
Madert,Konstantin,TVE,GK,38,1,0,1,0,1.0,17.0,6,0,0,1,0,0,0,17/18,B
Lupke,Frederick,WHV,GK,33,1,0,1,0,1.0,1.0,2,0,0,0,0,0,0,17/18,B
Ebner,Domenico,SGB,GK,36,1,0,1,0,1.0,18.0,1,3,0,0,0,0,0,17/18,B
Krautt,Jonas,SGB,LB,1,1,5,1,0,0.1667,0.0,0,0,0,0,0,0,0,2017-2018,B
Baur,Luca-Max,EIS,Right Wing,1,1,0,1,0,1.57,0.0,0,0,0,0,0,0,0,17/18,B
Dell,Jonas,BHC,LB,6,1,0,1,0,1.0,0.0,3,0,1,0,1,0,0,17/18,B
van Lengerich,Johannes,NOL,P,7,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,2017-2018,B
Passias,Nikolaos,HIL,LB,3,1,5,1,0,0.1667,1.0,1,0,0,0,0,0,0,17/18,B
Milkow,Justin Lee,DES,,6,1,0,1,0,1.0,0.0,0,0,0,0,0,0,0,17/18,B
Schauer,Franz,AUE,Left Back,4,1.0,1,1,0,0.5,0.0,0,0,0,2,4,0,0,17/18,B
Martner,Christoph-Hagen,ELB,LW,5,1,2,1,0,0.3333,0.0,1,0,0,0,0,0,0,17/18,B
Bergner,Tom,HAG,P,3,1,0,1,0,1.0,0.0,1,0,0,0,2,0,0,17/18,B
Kordas,Norman,HIL,P,6,1,0,1,0,1.0,0.0,1,0,0,1,0,0,0,17/18,B
Gorgen,Moritz,VIK,RW,2,1,0,1,0,1.0,0.0,1,0,0,0,0,0,0,17/18,B
Gode,Rico,ELB,,3,0,0,0,0,0.0,1.0,0,0,0,2,2,0,0,17/18,B
Huhnstock,Mario,ELB,,36,0,0,0,0,0.0,5.0,1,0,0,0,2,0,0,17/18,B
Kulhanek,Jan,COB,GK,21, 0 ,0,0,0,0.0,6.0,0,0,0,0,0,0,0,17/18,B
Jerkovic,Dragan,HAG,GK,28,0,0,0,0,0.0,,0,0,0,0,0,0,0,17/18,B
Doden,Dennis,WHV,GK,37,0,0,0,0,0.0,4.0,3,1,0,0,0,0,0,17/18,B
Gorobtschuk,Stanislaw,EIS,GK,25,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,17/18,B
Hanemann,Stefan,KON ,GK,10,0,0,0,0,0.0,,1,0,0,0,0,0,0,17/18,B
Brand,Sebastian,EIS,GK,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Poltrum,Konstantin,KON,GK,35,0,0,0,0,0.0,10.0,0,0,0,0,0,0,0,17/18,B
Wolf,Maximilian,KON,GK,20,0,0,0,0,0.0,1.0,999,0,0,0,1,0,0,2017-2018,B
Donath,Sebastian,DES,P,1,0,0,0,0,1.57,0.0,0,0,0,0,0,0,0,17/18,B
Dohler,Phil,DES,GK,35,0,0,0,0,0.0,3.0,0,1,0,0,0,0,0,17/18,B
Balster,Marcel,ELB,GK,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Twarz,Paul,HIL,GK,30,0,0,0,0,0.0,2.0,2,0,0,0,0,0,0,17/18,B
Mahncke,Tobias,HAG,GK,38,0,0,0,0,0.0,15.0,1,0,0,0,1,0,0,17/18,B
Musil,Radek,AUE,GK,7,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Jonczyk,Darius,HGS,GK,27, 0 ,0,0,0,0.0,5.0,0,0,0,0,1,0,0,17/18,B
Barsties,Philipp,COB,LB,-13, 0 ,0,0,0,0.0,2.0,0,2,8,8,8,0,0,17/18,B
Wetzel,Robert,AUE,GK,37,0.0,0,0,0,0.0,3.0,1,0,0,0,0,0,0,17/18,B
Wetzel,Tom,COB,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Leikauf,Markus,WÖW,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Behrens,Maurice,ASV,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Wieser,Andreas,WÖW,GK,23,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,17/18,B
Kaleun,Fabian,NOL,GK,16,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Steffen,Nick,TVE,LW,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Baumeister,Jonas,HBW,GK,9,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Topfer,Erik,AUE,GK,38,0,0,0,0,0.0,5.0,1,0,0,1,0,0,0,2017-2018,B
Osswald,Marius,KON,P,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Lorger,Gregor,ASV,GK,34,0,0,0,0,0.0,4.0,0,0,0,0,0,0,0,17/18,B
Dangers,Markus,HBW,P,2,0.0,0,0,0,0.0,,0,0,0,0,1,0,0,17/18,B
Halfmann,Hendrik,ELB,GK,37,0,0,0,0,0.0,6.0,0,0,0,0,0,0,0,17/18,B
Moldrup,Mikkel,VIK,GK,26,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,17/18,B
Ferjan,Mark,TVE,GK,27,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,17/18,B
Foluszny,Patryk,COB,GK,11,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,17/18,B
Bogatzki,Jonas,EIS,LB,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Manys,Maximilian,EIS,LW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Thomann,Julian,HBW ,CB,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Loffler,Jonas,KON,LB,1,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,2017-2018,B
Boieck,Janis,BHC,GK,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Schrader,Janik,VFL,RB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Klein,Sven,HGS,,1,0,0,0,0,1.57,0.0,0,0,0,0,0,0,0,17/18,B
Krka,Leon,HIL,GK,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Middell,Tobias,VIK,lb,1,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,17/18,B
Weck,Alexander,BHC ,Left Back,1,0,0,0,0,0.0,1.0,1,0,0,0,1,0,0,17/18,B
Herrmann,Lukas,KON,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Roskosch,Jan,HAG,LW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Heling,Anton,SGB,LB,2,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,17/18,B
Borchert,Julian,TUE,GK,10,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Volz,Patrick,KON,LW,3, 0 ,0,0,0,0.0,0.0,0,0,0,0,1,0,0,2017-2018,B
Bitzer,Jan,HBW,CB,1,0,0,0,0,0.0,,0,0,0,0,0,0,0,17/18,B
Titze,Tim,COB,GK,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,17/18,B
Skorupa,Paul,VIK,P,1,0,0,0,0,1.57,,0,0,0,0,0,0,0,17/18,B
Spatz,Michael,TVG,RW,37,254,85,111,143,0.7493000000000001,22.0,23,6,2,4,2,0,0,18/19,B
Pohle,Georg,NOL,LB,38,246,162,191,55,0.6029,77.0,30,13,26,20,30,3,0,18/19,B
Meinhardt,Eric,AUE,,38,238,115,108,130,0.6742,114.0,61,14,3,6,8,0,0,18/19,B
Wieling,Tim,DOR,RW,37, 236 ,107,135,101,0.688,9.0,15,10,2,5,5,1,0,18/19,B
Schwolow,Tobias,WHV,CB,38,222,185,200,22,0.5455,112.0,63,3,8,10,12,0,0,18/19,B
Gretarsson,Oddur,HBW ,LW,37,209,66,104,105,0.76,16.0,10,10,0,3,4,0,0,18/19,B
Bozovic,Janko,TVE,RB,38,196,157,185,11,0.5552,64.0,48,4,11,12,17,3,0,18/19,B
Metzner,Antonio,VFL,RB,38,189,130,189,0,0.5925,31.0,46,13,9,12,8,0,0,18/19,B
Hosse,Christian,VIK,LW,36,183,68,71,112,0.7291,35.0,22,13,0,7,9,0,0,18/19,B
Drechsler,Rene,WHV,RB,37,182,177,182,0,0.507,95.0,62,3,3,1,5,1,1,18/19,B
Billek,Florian,COB,RW,29,181,51,101,80,0.7802,17.0,13,11,0,3,0,0,0,18/19,B
Holzner,Dirk,TVE,LW,36,181,71,96,85,0.7182999999999999,12.0,12,5,2,2,3,0,0,18/19,B
Petreikis,Benas,AUE,CB,36,179,125,161,18,0.5888,,65,8,4,9,7,0,0,18/19,B
Skroblien,Tom,TUE,LW,38,174,84,117,57,0.6744,9.0,6,12,1,3,6,0,0,18/19,B
Zerbe,Lukas,FER,RW,38,173,48,81,92,0.7828,17.0,10,14,1,2,7,0,0,18/19,B
Gaubatz,Jan-Lars,HAG,RB,34,171,147,166,5,0.5377000000000001,67.0,34,9,4,4,2,0,0,18/19,B
Faulenbach,Jonas,FER,LB,37,171,154,171,0,0.5262,52.0,52,14,3,8,5,0,0,18/19,B
Krings,Merten,TVE,CB,32,164.0,147,163,1,0.5273,103.0,59,10,1,9,17,1,0,18/19,B
Stegefelt,Markus,TVH,LB,34,158,122,112,46,0.5643,49.0,14,4,11,2,3,0,0,18/19,B
Stutzke,Lukas,DOR,,34,156.0,135,156,0,0.5361,74.0,42,5,7,10,17,1,0,18/19,B
Ossenkopp,Lukas,HSV,Left Back,36,154,73,83,71,0.6784,26.0,15,2,17,10,13,0,0,18/19,B
Roch,Kevin,AUE,,38,151,85,148,3,0.6397999999999999,10.0,6,14,33,11,17,1,0,18/19,B
Strosack,Peter,NLB,RW,38,150,45,117,33,0.7692,22.0,10,6,0,1,0,0,0,18/19,B
Beyer,Noah,TUE,LW,36, 146 ,58,62,84,0.7156999999999999,5.0,9,7,1,3,4,0,0,18/19,B
Prakapenia,Anton,COB,LB,37,145,101,145,0,0.5893999999999999,81.0,46,3,18,18,22,1,0,18/19,B
Pavlicek,Tomas,DES,RW,38,144,50,75,69,0.7423000000000001,,8,6,1,9,3,1,0,18/19,B
Kress,Soren,HAG,CB,38,144,130,98,46,0.5255,85.0,51,5,2,6,7,0,0,18/19,B
Wasielewski,Johannes,DES,RB,38,138,146,138,0,0.4859,54.0,69,0,9,12,15,4,0,18/19,B
Szczesny,Dennis,TUE,LB,38,134,104,134,0,0.563,66.0,999,12,35,22,19,1,0,18/19,B
Zintel,Bjorn,TVH,CB,36,134,104,125,9,0.563,67.0,38,7,0,4,4,0,0,18/19,B
Jaanimaa,Dener,NLB,RB,38,132,98,132,0,0.5739,76.0,40,4,0,5,1,0,0,18/19,B
Stark,Mario,TVG,CB,37,132,121,132,0,0.5217,88.0,43,5,5,10,15,2,0,18/19,B
Bechtloff,Jens,NLB,LW,32,131,45,86,45,0.7443000000000001,9.0,11,5,0,9,7,0,0,18/19,B
Johannsson,Ragnar,TVH,RB,33,130,80,130,0,0.619,38.0,44,9,6,11,20,0,0,18/19,B
Zetterman,Pontus,COB ,RB,36,130,102,108,22,0.5603,88.0,35,8,1,6,8,0,0,18/19,B
Kretschmer,Nils Holger,ELB,LB,38,128.0,114,88,40,0.5289,59.0,33,12,19,20,38,2,0,18/19,B
Bauer,Philipp,HSV,CB,30,128,93,128,0,0.5792,30.0,23,1,2,7,5,1,0,18/19,B
Spohn,Valentin,NLB,LB,37,124,130,122,2,0.4882,36.0,33,7,10,4,10,0,0,18/19,B
Lindskog Andersson,Julius,FER,CB,37,124,81,98,26,0.6049,46.0,33,7,1,8,10,0,0,18/19,B
Schmidt,Patrick,WÖW,CB,38,122,116,110,12,0.5126,46.0,49,2,0,5,2,0,0,18/19,B
Richter,Benjamin,DOR,CB,38,122,64,82,40,0.6559,53.0,36,13,2,2,2,0,0,18/19,B
Zele,Daniel,DES,LB,31,120,87,120,0,1.57,20.0,32,0,6,5,4,0,0,18/19,B
Dumcius,Mindaugas,AUE ,RB,37,119,98,117,2,0.5484,45.0,51,2,5,9,9,0,0,18/19,B
Wullenweber,Finn,HSV,LB,32,118,107,118,0,0.5244,13.0,21,0,1,2,9,0,0,18/19,B
Possehl,Julian,NOL,RB,38,117.0,80,117,0,0.5939,80.0,31,7,10,11,15,0,0,18/19,B
Mickal,Pavel,NOL,LW,38,117,51,90,27,0.6964,9.0,13,11,1,3,4,0,0,18/19,B
Vorontsov,Evgeny,WHV,RW,28,117,51,82,35,0.6964,11.0,20,2,3,11,11,0,0,18/19,B
Orlowski,Marian,NLB,LB,24,115,94,103,12,0.5502,30.0,27,1,6,5,5,0,0,18/19,B
Oelze,Alexander,VIK,CB,21,114,116,101,13,0.4957,35.0,27,2,0,1,2,0,0,18/19,B
Zechel,Tim,TUE,P,-38,114,44,114,0,0.7215,13.0,26,7,29,21,25,1,0,18/19,B
Miedema,Patrick,NOL,CB,36,114,91,113,1,0.5561,48.0,38,3,3,16,12,0,0,18/19,B
Seidel,Lasse,NOL,LW,37,113,38,72,41,0.7483,10.0,14,6,1,2,1,0,0,18/19,B
Vanco,Marek,DES,LW,37,113,57,113,0,0.6647,23.0,21,5,1,5,9,0,0,18/19,B
Mestrum,Daniel,HAG,LW,34,113,70,97,16,0.6175,9.0,17,7,2,7,12,0,0,18/19,B
Engels,Marcel,TVG,LB,-38,113,99,113,0,0.5329999999999999,60.0,48,5,2,9,10,0,0,18/19,B
Herth,Benjamin,WÖW,CB,37,112,91,43,69,0.5517,8.0,12,2,0,0,4,0,0,18/19,B
Wesseling,Sven,TVE,LB,38,112,103,99,13,0.5209,94.0,999,10,12,16,27,3,0,18/19,B
Blohme,Lukas,ASV,RW,38,111.0,50,111,0,0.6894,20.0,999,10,2,10,6,0,0,18/19,B
ten Velde,Rutger,WHV,LW,38,111,51,65,46,0.6851999999999999,13.0,13,8,0,6,6,0,0,18/19,B
Kaufmann,Steffen,WÖW ,RB,38,110,126,110,0,0.4661,113.0,52,4,0,3,0,0,0,18/19,B
Lofstrom,Carl,DOR,P,37,110,24,110,0,0.8209000000000001,11.0,29,9,8,17,20,0,0,18/19,B
Papadopoulos,Vyron,ASV,LW,38,109,49,74,35,0.6899,21.0,11,15,1,3,3,0,0,18/19,B
Thomann,Gregor,HBW,RW,34,108,42,81,27,0.72,12.0,6,1,1,5,3,0,0,18/19,B
Von Boenigk,Jan,ASV,RB,38,107,85,107,0,0.5573,58.0,25,12,10,9,6,0,0,18/19,B
Varvne,Tobias,COB,LB,33,107,64,107,0,0.6257,39.0,36,3,1,2,3,0,0,18/19,B
Glabisch,Thees,VFL,LW,32,106,41,67,39,0.7211,7.0,6,4,0,0,4,0,0,18/19,B
Basic,Marijan,FER,CB,36,106,73,95,11,0.5922,68.0,52,10,2,3,6,2,0,18/19,B
Stefan,Tim,HAG,LB,36,105,116,105,0,0.4750999999999999,35.0,22,8,5,7,12,0,0,18/19,B
Morante Maldonado,Eloy,DOR,CB,33,105,68,105,0,0.6069,44.0,35,14,4,10,8,1,0,18/19,B
Niemeyer,Marcel,HBW,P,38,104,40,104,0,0.7222,13.0,25,4,14,25,29,1,0,18/19,B
Ellwanger,Jonas,TUE,CB,35,104,63,104,0,0.6228,63.0,42,18,11,18,23,1,0,18/19,B
Dierberg,Julius,ELB,LW,38,102,43,76,26,0.7034,11.0,11,9,2,2,5,0,0,18/19,B
Postel,Duncan,WHV,P,38,102,18,102,0,0.85,15.0,27,6,9,17,24,2,0,18/19,B
Siegler,Lukas,WÖW,LB,34, 100 ,62,100,0,0.6173,34.0,27,4,2,13,10,0,0,18/19,B
Pulay,Gabor,ELB,RB,35,100,97,67,33,0.5075999999999999,31.0,25,4,0,0,2,0,0,18/19,B
Hahn,Tobias,TVH,RW,38,99,42,51,48,0.7021,8.0,4,1,8,5,8,0,0,18/19,B
Schoch,Jona,HBW,L_B,37,99,82,99,0,0.547,67.0,35,1,17,10,28,0,0,18/19,B
Jaeger,Max,COB,LW,38,99,41,92,7,0.7071,9.0,3,5,1,10,5,0,0,18/19,B
Lex,Stefan,ASV ,RB,37,98,82,98,0,0.5444,62.0,999,9,6,8,7,0,0,18/19,B
Gress,Sebastian,ELB,CB,38,98,50,98,0,0.6622,60.0,29,11,13,4,3,0,0,18/19,B
Witzke,Luca,TUE,CB,36,98,56,98,0,0.6364,66.0,999,6,6,6,6,0,0,18/19,B
Sudmeier,Soren,ASV,,38,97,82,97,0,0.5418999999999999,24.0,34,4,1,8,3,0,0,18/19,B
Herbst,Kevin,HSV,RB,34,97,68,78,19,0.5879,31.0,28,1,1,9,7,0,0,18/19,B
Milde,Oliver,ASV,lb,35,96,112,96,0,0.4614999999999999,52.0,17,5,2,0,6,0,0,18/19,B
Walczak,Patryk,NLB,P,38,96,34,96,0,0.7384999999999999,7.0,17,11,13,24,44,5,0,18/19,B
Gempp,Patrick,WÖW,P,38,94,23,94,0,0.8034,7.0,999,11,8,17,21,1,0,18/19,B
Corak,Dino,TVG,P,35,94,19,94,0,0.8319,,14,4,6,9,11,0,0,18/19,B
Smits,Jorn,TVE,LB,37,94,58,94,0,0.6184000000000001,36.0,22,13,11,13,15,1,0,18/19,B
Drager,Yannick,TVE,P,38,93,36,93,0,0.7209,11.0,19,11,29,22,41,2,0,18/19,B
Firnhaber,Lucas,TUE,RB,38,91,97,91,0,0.484,40.0,24,3,1,5,17,0,0,18/19,B
Akakpo,David Cyrill,TUE,RW,38,91,49,91,0,0.65,3.0,10,3,0,5,11,0,0,18/19,B
Brykner,Ladislav,AUE,RB,28,90,59,90,0,0.604,22.0,33,2,5,8,12,2,0,18/19,B
Weller,Niklas,HSV ,P,38,90,35,82,8,0.72,13.0,15,0,15,15,21,0,0,18/19,B
Spiess,Lars,TVG,LB,35,89,68,83,6,0.5669,46.0,29,6,16,17,21,2,0,18/19,B
Zahradnicek,Jan,DES,RW_,38,89,38,60,29,0.7008,5.0,7,2,1,1,2,0,0,18/19,B
Axmann,Dominik,HSV,LB,36,88.0,48,64,24,0.6470999999999999,38.0,19,14,3,4,7,0,0,18/19,B
